   104             4.019919755776416                0.188634038412674 i
   105             4.019954269047691                0.251657103982855 i
   106             4.019998760378991                0.314804869556749 i
   107             4.020053318292645                0.378108973293166 i
   108             4.020118051742316                0.441601364986134 i
   109             4.020193090577468                0.505314371282124 i
   110             4.020278586100119                0.569280762508522 i
   111             4.020374711718198                0.633533821411195 i
   112             4.020481663700202                0.698107414113442 i
   113             4.020599662036934                0.763036063625116 i
   114             4.020728951416988                0.828355026250147 i
   115             4.020869802323245                0.894100371262907 i
   116             4.021022512259233                0.960309064249170 i
   117             4.021187407114917                1.027019054536479 i
   118             4.021364842682971                1.094269367171187 i
   119             4.021555206337910                1.162100199936376 i
   120             4.021758918892067                1.230553025946629 i
   121             4.021976436644022                1.299670702402385 i
   122             4.022208253637622                1.369497586138694 i
   123             4.022454904150494                1.440079656663762 i
   124             4.022716965435628                1.511464647447522 i
   125             4.022995060740183                1.583702186296683 i
   126             4.023289862630289                1.656843945736499 i
   127             4.023602096653504                1.730943804413800 i
   128             4.023932545375063                1.806058020643826 i
   129             4.024282052828084                1.882245419342674 i
   130             4.024651529423996                1.959567593724279 i
   131             4.025041957374541                2.038089123294116 i
   132             4.025454396684407                2.117877809846148 i
   133             4.025889991780795                2.199004933367267 i
   134             4.026349978855806                2.281545529977202 i
   135             4.026835694007636                2.365578694287595 i
   136             4.027348582278864                2.451187908853826 i
   137             4.027890207703989                2.538461403725072 i
   138             4.028462264494565                2.627492549477316 i
   139             4.029066589509216                2.718380287548051 i
   140             4.029705176177620                2.811229602190270 i
   141             4.030380190073445                2.906152038936618 i
   142             4.031093986360581                3.003266275125996 i
   143             4.031849129373310                3.102698748808223 i
   144             4.032648414631396                3.204584353227840 i
   145             4.033494893640576                3.309067205113759 i
   146             4.034391901886814                3.416301496197801 i
   147             4.035343090501184                3.526452438778384 i
   148             4.036352462154035                3.639697317777374 i
   149             4.037424411834881                3.756226663651418 i
   150             4.038563773291283                3.876245562770444 i
   151             4.039775872040596                3.999975124532833 i
   152             4.041066586038114                4.127654127631170 i
   153             4.042442415290276                4.259540871617139 i
   154             4.043910561950936                4.395915264363707 i
   155             4.045479022743072                4.537081181342623 i
   156             4.047156695920371                4.683369139020185 i
   157             4.048953505441561                4.835139332363983 i
   158             4.050880545595974                4.992785095753643 i
   159             4.052950250020736                5.156736857881197 i
   160             4.055176589925491                5.327466674998714 i
   161             4.057575307437159                5.505493443741373 i
   162             4.060164191358703                5.691388915517831 i
   163             4.062963404385894                5.885784660141442 i
   164             4.065995873053869                6.089380158304930 i
   165             4.069287754542745                6.302952242410409 i
   166             4.072868998153695                6.527366155442056 i
   167             4.076774024049956                6.763588561022127 i
   168             4.081042548109122                7.012702918552395 i
   169             4.085720589969543                7.275927740817414 i
   170             4.090861712286839                7.554638384942275 i
   171             4.096528553853652                7.850393201167365 i
   172             4.102794739003667                8.164965091340726 i
   173             4.109747272668598                8.500379829570170 i
   174             4.117489567564069                8.858962898200593 i
   175             4.126145301620458                9.243397131716639 i
   176             4.135863376466492                9.656794194802110 i
   177             4.146824351355256               10.102783929530951 i
   178             4.159248876471047               10.585627010132781 i
   179             4.173408868550136               11.110358321391733 i
   180             4.189642497379681               11.682971301901093 i
   181             4.208374544038895               12.310657589885164 i
   182             4.230144449585882               13.002122346229539 i
   183             4.255645562767406               13.768004684757200 i
   184             4.285781004451204               14.621446489215446 i
   185             4.321744703697661               15.578874536171334 i
   186             4.365141454089765               16.661095466583898 i
   187             4.418169039285513               17.894860030403240 i
   188             4.483902005999232               19.315149289683418 i
   189             4.566747494318416               20.968603922687016 i
   190             4.673203561434713               22.918824056896906 i
   191             4.813173215371769               25.254849001181512 i
   192             5.002353415903897               28.105290132022912 i
   193             5.266835475147555               31.663063443624779 i
   194             5.652607856334107               36.231321425792622 i
   195             6.246986409915418               42.315316818667199 i
   196             7.232743852042480               50.824502871919776 i
   197             9.047437382476884               63.577783991232430 i
   198            12.968075634819641               84.819267675747071 i
   199            24.169904128743134              127.281272264895193 i
   200            84.659785856592023              254.625381160309956 i
