     1           538.673266957295027                0.000000000000000 i
     2            84.659785856592023             -254.625381160309956 i
     3            24.169904128743138             -127.281272264895193 i
     4            12.968075634819634              -84.819267675747071 i
     5             9.047437382476881              -63.577783991232430 i
     6             7.232743852042476              -50.824502871919776 i
     7             6.246986409915414              -42.315316818667199 i
     8             5.652607856334108              -36.231321425792622 i
     9             5.266835475147554              -31.663063443624779 i
    10             5.002353415903900              -28.105290132022905 i
    11             4.813173215371769              -25.254849001181512 i
    12             4.673203561434711              -22.918824056896906 i
    13             4.566747494318417              -20.968603922687016 i
    14             4.483902005999232              -19.315149289683422 i
    15             4.418169039285514              -17.894860030403237 i
    16             4.365141454089764              -16.661095466583895 i
    17             4.321744703697658              -15.578874536171327 i
    18             4.285781004451201              -14.621446489215447 i
    19             4.255645562767410              -13.768004684757200 i
    20             4.230144449585880              -13.002122346229525 i
    21             4.208374544038895              -12.310657589885164 i
    22             4.189642497379699              -11.682971301901102 i
    23             4.173408868550137              -11.110358321391729 i
    24             4.159248876471047              -10.585627010132781 i
    25             4.146824351355257              -10.102783929530951 i
    26             4.135863376466492               -9.656794194802117 i
    27             4.126145301620458               -9.243397131716641 i
    28             4.117489567564070               -8.858962898200591 i
    29             4.109747272668598               -8.500379829570166 i
    30             4.102794739003666               -8.164965091340724 i
    31             4.096528553853652               -7.850393201167365 i
    32             4.090861712286839               -7.554638384942272 i
    33             4.085720589969543               -7.275927740817415 i
    34             4.081042548109122               -7.012702918552393 i
    35             4.076774024049956               -6.763588561022125 i
    36             4.072868998153698               -6.527366155442055 i
    37             4.069287754542744               -6.302952242410410 i
    38             4.065995873053872               -6.089380158304930 i
    39             4.062963404385896               -5.885784660141444 i
    40             4.060164191358703               -5.691388915517782 i
    41             4.057575307437159               -5.505493443741373 i
    42             4.055176589925486               -5.327466674998717 i
    43             4.052950250020734               -5.156736857881190 i
    44             4.050880545595970               -4.992785095753648 i
    45             4.048953505441559               -4.835139332363982 i
    46             4.047156695920372               -4.683369139020182 i
    47             4.045479022743073               -4.537081181342623 i
    48             4.043910561950936               -4.395915264363710 i
    49             4.042442415290276               -4.259540871617138 i
    50             4.041066586038117               -4.127654127631172 i
    51             4.039775872040596               -3.999975124532836 i
    52             4.038563773291282               -3.876245562770444 i
    53             4.037424411834881               -3.756226663651419 i
    54             4.036352462154035               -3.639697317777374 i
    55             4.035343090501182               -3.526452438778380 i
    56             4.034391901886813               -3.416301496197797 i
    57             4.033494893640576               -3.309067205113757 i
    58             4.032648414631395               -3.204584353227838 i
    59             4.031849129373310               -3.102698748808221 i
    60             4.031093986360600               -3.003266275125982 i
    61             4.030380190073445               -2.906152038936618 i
    62             4.029705176177628               -2.811229602190263 i
    63             4.029066589509218               -2.718380287548050 i
    64             4.028462264494569               -2.627492549477316 i
    65             4.027890207703986               -2.538461403725070 i
    66             4.027348582278866               -2.451187908853829 i
    67             4.026835694007638               -2.365578694287598 i
    68             4.026349978855808               -2.281545529977200 i
    69             4.025889991780796               -2.199004933367267 i
    70             4.025454396684404               -2.117877809846149 i
    71             4.025041957374542               -2.038089123294114 i
    72             4.024651529424000               -1.959567593724279 i
    73             4.024282052828083               -1.882245419342673 i
    74             4.023932545375062               -1.806058020643827 i
    75             4.023602096653504               -1.730943804413807 i
    76             4.023289862630288               -1.656843945736498 i
    77             4.022995060740183               -1.583702186296687 i
    78             4.022716965435623               -1.511464647447519 i
    79             4.022454904150498               -1.440079656663756 i
    80             4.022208253637623               -1.369497586138723 i
    81             4.021976436644022               -1.299670702402385 i
    82             4.021758918892066               -1.230553025946645 i
    83             4.021555206337919               -1.162100199936377 i
    84             4.021364842682971               -1.094269367171188 i
    85             4.021187407114920               -1.027019054536477 i
    86             4.021022512259230               -0.960309064249169 i
    87             4.020869802323246               -0.894100371262913 i
    88             4.020728951416988               -0.828355026250147 i
    89             4.020599662036933               -0.763036063625114 i
    90             4.020481663700204               -0.698107414113444 i
    91             4.020374711718198               -0.633533821411195 i
    92             4.020278586100121               -0.569280762508523 i
    93             4.020193090577469               -0.505314371282125 i
    94             4.020118051742317               -0.441601364986133 i
    95             4.020053318292645               -0.378108973293165 i
    96             4.019998760378989               -0.314804869556749 i
    97             4.019954269047689               -0.251657103982857 i
    98             4.019919755776419               -0.188634038412673 i
    99             4.019895152098754               -0.125704282430359 i
   100             4.019880409314919               -0.062836630519589 i
   101             4.019875498286710                0.000000000000000 i
   102             4.019880409314921                0.062836630519587 i
   103             4.019895152098752                0.125704282430354 i
