  x        ,A_vet_1        ,A_vet_2        ,A_vet_3        ,A_vet_4        ,A_vet_5
 58.8000,   0.0000000001,  -0.0271272471,  -1.3988523849,  -1.3404306544,  -0.0882955912
 59.2000,  -0.0000000001,  -0.0260315985,  -1.3831827625,  -1.3704475432,  -0.1770009316
 59.6000,   0.0000000001,  -0.0249775921,  -1.3669408157,  -1.3983031025,  -0.2651004536
 60.0000,  -0.0000000001,  -0.0239635693,  -1.3501366205,  -1.4239599014,  -0.3523042016
 60.4000,   0.0000000001,  -0.0229878785,  -1.3327736312,  -1.4473709029,  -0.4383063755
 60.8000,  -0.0000000001,  -0.0220489884,  -1.3148626002,  -1.4685060829,  -0.5228247328
 61.2000,   0.0000000001,  -0.0211453655,  -1.2964072108,  -1.4873250910,  -0.6055619682
 61.6000,  -0.0000000001,  -0.0202755958,  -1.2774189085,  -1.5038055970,  -0.6862475979
 62.0000,   0.0000000001,  -0.0194382545,  -1.2579015624,  -1.5179140874,  -0.7645966225
 62.4000,  -0.0000000001,  -0.0186320360,  -1.2378673326,  -1.5296361767,  -0.8403542256
 62.8000,   0.0000000001,  -0.0178556144,  -1.2173202241,  -1.5389452815,  -0.9132513331
 63.2000,  -0.0000000001,  -0.0171077844,  -1.1962731383,  -1.5458351778,  -0.9830525195
 63.6000,   0.0000000001,  -0.0163873109,  -1.1747301587,  -1.5502862447,  -1.0495080086
 64.0000,  -0.0000000001,  -0.0156930809,  -1.1527049619,  -1.5523006034,  -1.1124052598
 64.4000,   0.0000000001,  -0.0150239418,  -1.1302016433,  -1.5518655638,  -1.1715168684
 64.8000,  -0.0000000001,  -0.0143788663,  -1.1072346977,  -1.5489917463,  -1.2266564025
 65.2000,   0.0000000001,  -0.0137567769,  -1.0838081535,  -1.5436732906,  -1.2776215541
 65.6000,  -0.0000000001,  -0.0131567254,  -1.0599373787,  -1.5359294457,  -1.3242549195
 66.0000,   0.0000000001,  -0.0125777020,  -1.0356262417,  -1.5257610042,  -1.3663816155
 66.4000,  -0.0000000001,  -0.0120188323,  -1.0108910537,  -1.5131959557,  -1.4038758550
 66.8000,   0.0000000001,  -0.0114791671,  -0.9857354107,  -1.4982414858,  -1.4365920650
 67.2000,  -0.0000000002,  -0.0109579007,  -0.9601766580,  -1.4809344286,  -1.4644383135
 67.6000,   0.0000000002,  -0.0104541378,  -0.9342179823,  -1.4612880085,  -1.4872997352
 68.0000,  -0.0000000002,  -0.0099671369,  -0.9078778809,  -1.4393480134,  -1.5051201348
 68.4000,   0.0000000002,  -0.0094960503,  -0.8811589611,  -1.4151332446,  -1.5178162179
 68.8000,  -0.0000000002,  -0.0090401968,  -0.8540810274,  -1.3886985783,  -1.5253690565
 69.2000,   0.0000000002,  -0.0085987695,  -0.8266458935,  -1.3600678002,  -1.5277272074
 69.6000,  -0.0000000002,  -0.0081711449,  -0.7988748771,  -1.3293050627,  -1.5249102141
 70.0000,   0.0000000002,  -0.0077565499,  -0.7707687224,  -1.2964383831,  -1.5168981226
 70.4000,  -0.0000000002,  -0.0073544164,  -0.7423505385,  -1.2615414719,  -1.5037498755
 70.8000,   0.0000000002,  -0.0069639981,  -0.7136196371,  -1.2246456165,  -1.4854759290
 71.2000,  -0.0000000002,  -0.0065847815,  -0.6846013010,  -1.1858345255,  -1.4621753624
 71.6000,   0.0000000002,  -0.0062160391,  -0.6552929188,  -1.1451415118,  -1.4338871362
 72.0000,  -0.0000000003,  -0.0058573123,  -0.6257224840,  -1.1026609774,  -1.4007511592
 72.4000,   0.0000000002,  -0.0055078831,  -0.5958847803,  -1.0584266129,  -1.3628319946
 72.8000,  -0.0000000003,  -0.0051673507,  -0.5658112861,  -1.0125446260,  -1.3203112678
 73.2000,   0.0000000001,  -0.0048349951,  -0.5354931986,  -0.9650468288,  -1.2732749642
 73.6000,  -0.0000000004,  -0.0045104792,  -0.5049666365,  -0.9160530383,  -1.2219479194
 74.0000,   0.0000000000,  -0.0041930655,  -0.4742177372,  -0.8655899634,  -1.1664315742
 74.4000,  -0.0000000004,  -0.0038824924,  -0.4432890555,  -0.8137940232,  -1.1069968150
 74.8000,  -0.0000000001,  -0.0035779827,  -0.4121593457,  -0.7606819464,  -1.0437518208
 75.2000,  -0.0000000006,  -0.0032793710,  -0.3808805417,  -0.7064119065,  -0.9770191429
 75.6000,  -0.0000000004,  -0.0029858056,  -0.3494201114,  -0.6509827333,  -0.9069002502
 76.0000,  -0.0000000007,  -0.0026972564,  -0.3178445360,  -0.5945837263,  -0.8337807549
 76.4000,  -0.0000000010,  -0.0024127365,  -0.2861028730,  -0.5371817324,  -0.7577327508
 76.8000,  -0.0000000010,  -0.0021324299,  -0.2542861256,  -0.4790156907,  -0.6792292435
 77.2000,  -0.0000000021,  -0.0018550921,  -0.2223103703,  -0.4199921589,  -0.5982694585
 77.6000,  -0.0000000014,  -0.0015812987,  -0.1903131827,  -0.3604412423,  -0.5154711553
 78.0000,  -0.0000000042,  -0.0013092566,  -0.1581423454,  -0.3001413251,  -0.4306597506
 78.4000,  -0.0000000019,  -0.0010404248,  -0.1260424527,  -0.2396284156,  -0.3447607675
 78.8000,  -0.0000000081,  -0.0007715246,  -0.0936789043,  -0.1783345937,  -0.2571074631
 79.2000,  -0.0000000023,  -0.0005069366,  -0.0616523501,  -0.1174761516,  -0.1696159409
 79.6000,  -0.0000000158,  -0.0002360893,  -0.0287381260,  -0.0547887355,  -0.0791723000
