  x        ,A_vet_1        ,A_vet_2        ,A_vet_3        ,A_vet_4        ,A_vet_5
  31.7500000,  -0.0000000202,   0.0232909670,   0.0988302162,   0.0163003311,   0.1868076010
  32.0000000,  -0.0000000292,   0.0226852990,   0.0991593637,   0.0077030525,   0.1855355913
  32.2500000,  -0.0000000065,   0.0220918111,   0.0994455842,  -0.0008569103,   0.1835230635
  32.5000000,   0.0000000037,   0.0215130990,   0.0996691114,  -0.0094405076,   0.1807617444
  32.7500000,  -0.0000000094,   0.0209498158,   0.0998223944,  -0.0180567612,   0.1772593798
  33.0000000,  -0.0000000144,   0.0203985449,   0.0999281447,  -0.0266109387,   0.1730395494
  33.2500000,  -0.0000000053,   0.0198580046,   0.0999939604,  -0.0350631255,   0.1681201884
  33.5000000,  -0.0000000004,   0.0193310124,   0.0999937517,  -0.0434742447,   0.1625193848
  33.7500000,  -0.0000000011,   0.0188180932,   0.0999198185,  -0.0518481081,   0.1562613125
  34.0000000,  -0.0000000028,   0.0183156911,   0.0998015674,  -0.0600914230,   0.1493653380
  34.2500000,  -0.0000000079,   0.0178227286,   0.0996466145,  -0.0681704842,   0.1418561627
  34.5000000,  -0.0000000065,   0.0173422042,   0.0994223225,  -0.0761452326,   0.1337785914
  34.7500000,   0.0000000067,   0.0168744859,   0.0991216148,  -0.0840147409,   0.1251700689
  35.0000000,   0.0000000069,   0.0164159161,   0.0987807820,  -0.0916891986,   0.1160424984
  35.2500000,  -0.0000000133,   0.0159656407,   0.0984066695,  -0.0991415543,   0.1064273494
  35.5000000,  -0.0000000134,   0.0155267924,   0.0979599368,  -0.1064296842,   0.0963957496
  35.7500000,   0.0000000149,   0.0150995606,   0.0974349312,  -0.1135485902,   0.0859943674
  36.0000000,   0.0000000153,   0.0146802289,   0.0968749485,  -0.1204140596,   0.0752238447
  36.2500000,  -0.0000000206,   0.0142681792,   0.0962852469,  -0.1270058683,   0.0641220780
  36.5000000,  -0.0000000202,   0.0138666275,   0.0956196898,  -0.1333786035,   0.0527855089
  36.7500000,   0.0000000239,   0.0134755697,   0.0948748732,  -0.1395240697,   0.0412652250
  37.0000000,   0.0000000228,   0.0130912786,   0.0941011553,  -0.1453658257,   0.0295463937
  37.2500000,  -0.0000000295,   0.0127133782,   0.0933013682,  -0.1508903393,   0.0176728161
  37.5000000,  -0.0000000267,   0.0123451117,   0.0924225432,  -0.1561475228,   0.0057648070
  37.7500000,   0.0000000340,   0.0119862744,   0.0914643676,  -0.1611270741,  -0.0061275306
  38.0000000,   0.0000000293,   0.0116331818,   0.0904842671,  -0.1657625523,  -0.0180389851
  38.2500000,  -0.0000000399,   0.0112856982,   0.0894817872,  -0.1700466284,  -0.0299203526
  38.5000000,  -0.0000000325,   0.0109470327,   0.0883971366,  -0.1740229639,  -0.0416290922
  38.7500000,   0.0000000454,   0.0106167820,   0.0872339555,  -0.1776804815,  -0.0531219239
  39.0000000,   0.0000000348,   0.0102913637,   0.0860567022,  -0.1809650363,  -0.0644581949
  39.2500000,  -0.0000000516,   0.0099708706,   0.0848607534,  -0.1838746068,  -0.0755835446
  39.5000000,  -0.0000000374,   0.0096584117,   0.0835795315,  -0.1864447937,  -0.0863347940
  39.7500000,   0.0000000579,   0.0093533970,   0.0822215150,  -0.1886653586,  -0.0966816082
  40.0000000,   0.0000000393,   0.0090524120,   0.0808581426,  -0.1904968499,  -0.1067124985
  40.2500000,  -0.0000000647,   0.0087557557,   0.0794797088,  -0.1919411789,  -0.1163676685
  40.5000000,  -0.0000000412,   0.0084663636,   0.0780128874,  -0.1930237737,  -0.1254645252
  40.7500000,   0.0000000717,   0.0081834842,   0.0764719174,  -0.1937372013,  -0.1339919752
  41.0000000,   0.0000000426,   0.0079039437,   0.0749351798,  -0.1940592749,  -0.1420722400
  41.2500000,  -0.0000000792,   0.0076282117,   0.0733869238,  -0.1939938814,  -0.1496389721
  41.5000000,  -0.0000000438,   0.0073589686,   0.0717470737,  -0.1935537516,  -0.1564906670
  41.7500000,   0.0000000867,   0.0070953412,   0.0700366157,  -0.1927366951,  -0.1626419192
  42.0000000,   0.0000000445,   0.0068344804,   0.0683408991,  -0.1915406718,  -0.1682531885
  42.2500000,  -0.0000000949,   0.0065769738,   0.0666370762,  -0.1899688409,  -0.1732492480
  42.5000000,  -0.0000000452,   0.0063251521,   0.0648382207,  -0.1880181103,  -0.1774090173
  42.7500000,   0.0000001031,   0.0060780807,   0.0629731684,  -0.1856946468,  -0.1807794969
  43.0000000,   0.0000000449,   0.0058333348,   0.0611344073,  -0.1830199937,  -0.1835641200
  43.2500000,  -0.0000001122,   0.0055915436,   0.0592907822,  -0.1799928588,  -0.1856747301
  43.5000000,  -0.0000000450,   0.0053545742,   0.0573482106,  -0.1765902669,  -0.1868682236
  43.7500000,   0.0000001208,   0.0051215193,   0.0553446945,  -0.1728309034,  -0.1872313847
  44.0000000,   0.0000000437,   0.0048905038,   0.0533803119,  -0.1687643443,  -0.1870161149
  44.2500000,  -0.0000001309,   0.0046620871,   0.0514140956,  -0.1643796001,  -0.1861147707
  44.5000000,  -0.0000000433,   0.0044375252,   0.0493441108,  -0.1596281893,  -0.1842570055
  44.7500000,   0.0000001398,   0.0042160712,   0.0472192463,  -0.1545472277,  -0.1815783210
  45.0000000,   0.0000000405,   0.0039965702,   0.0451481618,  -0.1492206852,  -0.1783865543
  45.2500000,  -0.0000001514,   0.0037793435,   0.0430780077,  -0.1436201158,  -0.1745440820
  45.5000000,  -0.0000000399,   0.0035648259,   0.0408975392,  -0.1376630526,  -0.1697434590
  45.7500000,   0.0000001601,   0.0033526408,   0.0386690572,  -0.1314141671,  -0.1641813932
  46.0000000,   0.0000000350,   0.0031426133,   0.0365118823,  -0.1250020434,  -0.1582338105
  46.2500000,  -0.0000001738,   0.0029345510,   0.0343580399,  -0.1183683176,  -0.1517156330
  46.5000000,  -0.0000000350,   0.0027277277,   0.0320839195,  -0.1113822082,  -0.1442636449
  46.7500000,   0.0000001812,   0.0025225015,   0.0297695104,  -0.1041517328,  -0.1361566191
  47.0000000,   0.0000000267,   0.0023201354,   0.0275493103,  -0.0968690377,  -0.1278622262
  47.2500000,  -0.0000001980,   0.0021194138,   0.0253342492,  -0.0894230304,  -0.1191156707
  47.5000000,  -0.0000000290,   0.0019177914,   0.0229813931,  -0.0816061263,  -0.1094589684
  47.7500000,   0.0000002014,   0.0017171036,   0.0205971697,  -0.0736020389,  -0.0992959971
  48.0000000,   0.0000000151,   0.0015210537,   0.0183424389,  -0.0657095030,  -0.0892427391
  48.2500000,  -0.0000002227,   0.0013262356,   0.0160931815,  -0.0577128176,  -0.0788817090
  48.5000000,  -0.0000000238,   0.0011266025,   0.0136676530,  -0.0492536475,  -0.0675574556
  48.7500000,   0.0000002152,   0.0009274872,   0.0112229176,  -0.0406802168,  -0.0559197240
  49.0000000,   0.0000000014,   0.0007382645,   0.0089845897,  -0.0325395499,  -0.0449259572
  49.2500000,  -0.0000002409,   0.0005491991,   0.0067437376,  -0.0243278009,  -0.0337499188
  49.5000000,  -0.0000000270,   0.0003427411,   0.0041832231,  -0.0151819464,  -0.0210469521
  49.7500000,   0.0000002033,   0.0001401120,   0.0016613594,  -0.0061633724,  -0.0084715037
